simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5387734;0,5362333;0,5562113;0,5641665;0,5087752;0,5156827;0,5169649;0,4449025;0,5100318;0,5;23;82,01860346070846;0,2608696;0,04347826;0,173913;0,04347826;0,0
500,0062;0,9373122;0,8290343;0,6806037;0,753252;0,8614225;0,251632;0,412819;0,7377926;0,6471328;0,5;2;115,47100366984974;0,0;0,0;0,0;0,0;0,0
1000,007;0,8680676;0,778265;0,8731608;0,8238656;0,9056436;0,6480849;0,843254;0,1285339;0,7845197;0,5;3;98,81543083185989;2,0;2,0;0,0;0,0;0,0
1500,002;0,881999;0,4354506;0,9366413;0,8239557;0,971074;0,7927376;0,6595836;0,0593405;0,9027732;0,5;5;106,90967070014035;2,0;2,0;0,0;0,0;0,0
2000,004;0,629748;0,1144778;0,8256273;0,7975059;0,8342649;0,6737894;0,7605131;0,3137586;0,969636;0,5;11;88,69054842129484;2,090909;2,0;0,09090909;0,0;0,0
2500,002;0,6349072;0,264511;0,8525319;0,8796082;0,7793247;0,6244471;0,7359688;0,3979035;0,968194;0,5;12;107,55167368267618;2,0;2,0;0,0;0,0;0,0
3000,005;0,6865178;0,1959932;0,8709;0,7981533;0,7961314;0,6320667;0,527299;0,3516868;0,860056;0,5;15;94,40310268947228;2,2;1,933333;0,0;0,0;0,2666667
3500,01;0,8505895;0,202018;0,7666735;0,9063831;0,8129755;0,5917411;0,4977514;0,1179687;0,7110816;0,5;9;87,54059393915476;3,0;2,0;0,0;0,0;1,0
4000,005;0,8726845;0,163962;0,8589846;0,876761;0,7169589;0,7440311;0,5918793;0,09258544;0,8593276;0,5;9;96,9860831845478;2,888889;2,0;0,0;0,0;0,8888889
4500,005;0,7621161;0,3364553;0,8129027;0,8878306;0,8496855;0,7836599;0,7855893;0,2670711;0,7224239;0,5;5;96,48371163738948;3,2;2,0;0,2;0,0;1,0
