simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5091781;0,4978666;0,4994533;0,4930456;0,5073678;0,4675032;0,488934;0,5004528;0,5043305;0,5;24;26,18497621693362;0,0;0,0;0;0;0
500,0034;0,5438276;0,401033;0,4810963;0,477461;0,5795125;0,5493452;0,4106261;0,5039099;0,5830045;0,5;3;32,23182308315775;0,0;0,0;0;0;0
1000,005;0,5168732;0,3142676;0,4836757;0,6162195;0,6206193;0,5043836;0,3865591;0,6603447;0,639355;0,5;7;33,602083871497584;0,2857143;0,2857143;0;0;0
1500,0;0,6269175;0,313195;0,583777;0,5197534;0,5892407;0,386039;0,4693374;0,4815439;0,7474831;0,5;6;35,91902869792354;1,0;1,0;0;0;0
2000,005;0,6539013;0,3340884;0,6369045;0,3976578;0,6458145;0,3305559;0,3928983;0,5299816;0,7183534;0,5;5;42,78674963538534;2,0;2,0;0;0;0
2500,003;0,5982078;0,3105659;0,6479172;0,4250008;0,5920039;0,3290719;0,3241611;0,573563;0,8479057;0,5;7;41,784952269488514;2,0;2,0;0;0;0
3000,001;0,5906165;0,4437446;0,6838811;0,4462205;0,6549706;0,324789;0,2329975;0,4686941;0,9643579;0,5;3;43,26478639122594;2,0;2,0;0;0;0
3500,003;0,6127663;0,521156;0,708214;0,4421146;0,6908481;0,3157718;0,2401089;0,4975781;0,9957578;0,5;4;49,36130774785151;2,0;2,0;0;0;0
4000,001;0,606097;0,4142213;0,7331271;0,4298358;0,684307;0,1947935;0,2919165;0,4445185;0,992851;0,5;3;47,63185326967898;2,0;2,0;0;0;0
4500,003;0,6508864;0,3908277;0,7068475;0,4557329;0,686763;0,2059686;0,2560197;0,5298531;0,9928017;0,5;7;47,02558170876625;2,142857;2,142857;0;0;0
