simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5254339;0,522127;0,515111;0,4838633;0,485085;0,5243257;0,4992994;0,5120068;0,4910811;0,5;25;55,40827092797586;0,0;0;0,0;0;0,0
500,0009;0,8087741;0,4687001;0,7133958;0,5437087;0,6127189;0,5396346;0,3518887;0,5665203;0,4877962;0,5;20;62,9928669252579;0,0;0;0,0;0;0,0
1000,001;0,9036363;0,4302411;0,7107241;0,5524662;0,4691294;0,6139293;0,3439378;0,6421264;0,4026415;0,5;18;57,667238026043286;0,0;0;0,0;0;0,0
1500,005;0,9369876;0,4451063;0,7039405;0,5726272;0,2872375;0,8141389;0,439079;0,7860829;0,2705795;0,5;20;55,53904622700519;0,0;0;0,0;0;0,0
2000,006;0,9103262;0,4557663;0,6732435;0,5714472;0,2838717;0,7876456;0,4089701;0,7915909;0,2681506;0,5;22;62,09856737197157;0,0;0;0,0;0;0,0
2500,001;0,9226886;0,4546173;0,7456555;0,5772656;0,4247594;0,8374568;0,3223348;0,8288175;0,3812047;0,5;21;60,26726221369955;0,1428571;0;0,1428571;0;0,0
3000,002;0,9483508;0,4404041;0,7346315;0,5671787;0,4054792;0,7970207;0,2899464;0,7810697;0,3917787;0,5;18;64,34828350730307;0,2222222;0;0,2222222;0;0,0
3500,003;0,9013873;0,4636396;0,7628502;0,3948099;0,3424211;0,8869957;0,3083588;0,7786626;0,4786378;0,5;19;71,66875558089845;0,1578947;0;0,1578947;0;0,0
4000,002;0,907321;0,4660925;0,7015014;0,2149421;0,4203813;0,7726831;0,4436757;0,814698;0,5626992;0,5;24;77,80887010735147;0,4583333;0;0,4166667;0;0,04166667
4500,006;0,9702649;0,4583819;0,7278764;0,253465;0,3953043;0,7258766;0,4397231;0,7816188;0,5121259;0,5;17;73,01393849856771;0,4705882;0;0,4705882;0;0,0
