simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0;0,5284769;0,5108147;0,5113735;0,5141376;0,4903241;0,5175136;0,5095356;0,4980845;0,5122474;0,5;10;9,192993;0,4;0;0,3;0;0,1
500,0014;0,5569146;0,5181837;0,5320172;0,5092568;0,4685823;0,5218796;0,4985775;0,5112665;0,4947785;0,5;50;1,69429;0,7;0,1;0,46;0,06;0,08
1000,002;0,6245636;0,4063858;0,5617558;0,4272886;0,4611542;0,4912784;0,4807816;0,4966846;0,4836014;0,5;65;1,472424;1,138462;0,2307692;0,3692308;0,3692308;0,1692308
1500,006;0,6668197;0,3552691;0,5630228;0,4516814;0,4411969;0,4533706;0,4759633;0,524159;0,5025476;0,5;63;1,546725;1,380952;0,0952381;0,4444444;0,5873016;0,2539683
2000,004;0,6788906;0,3585149;0,5858436;0,4769031;0,3823423;0,4377747;0,4862541;0,5496288;0,5088662;0,5;62;1,719578;2,032258;0,2580645;0,6774194;0,8870968;0,2096774
2500,021;0,6869904;0,3586987;0,5957105;0,4841819;0,3498666;0,4422339;0,4856999;0,5601983;0,4546345;0,5;63;1,827261;2,31746;0,3015873;0,8253968;1,031746;0,1587302
3000,011;0,714218;0,3589646;0,5979142;0,4689691;0,316449;0,4561599;0,4784858;0,5191708;0,4418543;0,5;67;1,548039;2,38806;0,1044776;1,059701;1,074627;0,1492537
3500,018;0,7555006;0,3633161;0,6216219;0,496454;0,2551531;0,4588203;0,4996501;0,4177915;0,3501838;0,5;74;1,486445;2,445946;0,1081081;1,135135;1,121622;0,08108108
4000,01;0,7944166;0,3637334;0,6292664;0,4642476;0,2801614;0,4628889;0,5650724;0,4433222;0,3560025;0,5;59;1,70521;2,59322;0,2542373;1,084746;1,20339;0,05084746
4500,015;0,7936707;0,3715158;0,6373897;0,456725;0,278238;0,4834414;0,6054598;0,4742007;0,3645106;0,5;53;1,891554;2,660377;0,3962264;0,9433962;1,283019;0,03773585
