simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5192893;0,4971952;0,4873345;0,49476;0,4939995;0,5138125;0,4722068;0,4962451;0,4527912;0,5;32;54,31961675772633;0,125;0,0;0,0625;0,0625;0,0
500,002;0,6399693;0,372627;0,7099861;0,4832605;0,584305;0,5840458;0,4422319;0,5518935;0,4549839;0,5;61;61,62739815678808;0,2786885;0,08196721;0,147541;0,04918033;0,0
1000,008;0,7945468;0,3801154;0,7292285;0,5695907;0,6964958;0,5732946;0,4660647;0,5926002;0,3626336;0,5;55;61,19916071312311;0,5818182;0,1818182;0,1272727;0,2727273;0,0
1500,012;0,8533984;0,3644436;0,7727104;0,5458217;0,7513865;0,6087145;0,4116103;0,5209461;0,3221018;0,5;47;59,502411449101395;0,7234042;0,04255319;0,0212766;0,6595744;0,0
2000,011;0,8521568;0,3677605;0,7573386;0,5039647;0,795022;0,6391626;0,4282405;0,6968306;0,4005463;0,5;52;70,39692752337619;1,038462;0,03846154;0,01923077;0,9807692;0,0
2500,01;0,8903463;0,3807406;0,7741947;0,4739963;0,7595341;0,7392506;0,4861381;0,7774878;0,4167735;0,5;48;74,82855710410044;1,083333;0,02083333;0,04166667;0,9791667;0,04166667
3000,033;0,8800293;0,3621187;0,7475088;0,4724411;0,7729192;0,7862552;0,4963422;0,7915646;0,4594663;0,5;52;81,2403748272791;1,269231;0,05769231;0,07692308;1,0;0,1346154
3500,015;0,8837088;0,3855048;0,7644441;0,5705931;0,7332029;0,836755;0,5382617;0,8491744;0,4546141;0,5;42;93,53264106482979;1,714286;0,1904762;0,1428571;1,02381;0,3571429
4000,036;0,8795547;0,3748059;0,8010864;0,6790928;0,7049322;0,8357906;0,5613949;0,7549645;0,4069547;0,5;49;90,4218983424704;1,734694;0,02040816;0,244898;1,020408;0,4489796
4500,007;0,9019898;0,3751646;0,8375423;0,7380207;0,8321901;0,8713143;0,6149224;0,7895376;0,4752444;0,5;42;88,9772491869928;1,952381;0,04761905;0,4761905;1,0;0,4285714
