simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes
0,0;0,5006784;0,4945803;0,476331;0,4954002;0,4884253;0,5056958;0,4964027;0,4902964;0,4871186;0,5;19;55,81152778198964;0,0;0,0;0,0;0,0;0,0
500,007;0,5443883;0,436662;0,5825778;0,4630311;0,4688542;0,5580376;0,540293;0,4843365;0,4929037;0,5;50;57,49993034786533;0,02;0,0;0,02;0,0;0,0
1000,005;0,626468;0,4124867;0,5768077;0,4878201;0,4767978;0,5873288;0,5669953;0,4975601;0,482946;0,5;45;54,99644056691196;0,08888889;0,08888889;0,0;0,0;0,0
1500,0;0,746611;0,4495538;0,6141377;0,5923529;0,4395567;0,5660237;0,4437026;0,4877385;0,3609282;0,5;38;50,161301663770125;0,5526316;0,5526316;0,0;0,0;0,0
2000,008;0,852196;0,4309342;0,6467435;0,635556;0,3496774;0,5094187;0,411071;0,4146634;0,3152097;0,5;32;49,80135952287772;0,96875;0,875;0,03125;0,0;0,0625
2500,0;0,8958698;0,4341201;0,7170501;0,7112086;0,3744435;0,5041873;0,3948674;0,3082136;0,3653372;0,5;27;57,784876211084345;1,518519;1,0;0,0;0,3703704;0,1481481
3000,002;0,9609159;0,4669779;0,7658601;0,7634074;0,4365322;0,4312609;0,4388856;0,2755615;0,4560732;0,5;32;53,306646264731775;2,0;1,0;0,0;0,96875;0,03125
3500,005;0,9046904;0,4675274;0,6731499;0,5464352;0,3999403;0,4454488;0,5246233;0,2671674;0,4221605;0,5;31;57,985712660707314;2,0;1,0;0,0;1,0;0,0
4000,006;0,8822534;0,4530806;0,7122287;0,4877161;0,4137396;0,4625369;0,4927861;0,3030391;0,4267849;0,5;30;57,297532754266975;2,0;1,0;0,0;1,0;0,0
4500,005;0,8873698;0,4550695;0,6753127;0,5674428;0,4259572;0,4782602;0,4239641;0,3034444;0,4176968;0,5;26;53,646905840061336;2,0;1,0;0,0;1,0;0,0
