simulation time;speed gene;sensor gene;processing gene;gluttony gene;reproduction wilness gene;energy storage capacity gene;parental empathy gene;aggresivness gene;health gene;food preference gene;creatures count;average creature cost;average amount of body parts;average amount of protective spikes;average amount of composters;average amount of turbines;average amount of offensive spikes;
0;0,4800329;0,5546537;0,4486363;0,4979261;0,4998619;0,5216308;0,5032815;0,4333053;0,5129886;0,5;28;1,442486;0,03571429;0,03571429;0;0;0
500,0187;0,6574363;0,6538852;0,7938212;0,600079;0,2146328;0,5285853;0,5949308;0,5416782;0,5001278;0,5;12;3,659787;0,1666667;0,08333334;0;0;0,08333334
1000,048;0,753543;0,5754215;0,7246839;0,59251;0,2666495;0,6162134;0,4509203;0,446466;0,5091452;0,5;14;3,38706;0,07142857;0,07142857;0;0;0
1500,042;0,8401015;0,5460283;0,8387768;0,4543251;0,5631729;0,5103111;0,6107939;0,539575;0,7029398;0,5;12;5,070029;0,3333333;0;0,3333333;0;0
2000;0,8019863;0,4829374;0,8952667;0,7926775;0,4746873;0,6275841;0,5779484;0,5865954;0,6752685;0,5;10;4,659412;0,5;0,1;0,4;0;0
2500,02;0,821619;0,4830532;0,8265829;0,5972286;0,5062845;0,5468651;0,4878402;0,6048579;0,4647313;0,5;11;4,519631;0,4545455;0,2727273;0,1818182;0;0
3000,002;0,7409317;0,4806206;0,7712375;0,6294921;0,4183798;0,6891627;0,4991276;0,7231845;0,4881566;0,5;10;6,048038;0,6;0,3;0,3;0;0
3500,005;0,7904232;0,5614235;0,8354418;0,4158525;0,6052539;0,7232093;0,6141884;0,7280461;0,7187769;0,5;8;7,706676;0,25;0,125;0,125;0;0
4000,044;0,7886277;0,5174082;0,7668099;0,4395663;0,7014714;0,9368205;0,4926639;0,4170306;0,7005031;0,5;8;5,312245;0,25;0;0,25;0;0
4500,017;0,9316174;0,5660649;0,8703806;0,326758;0,6982927;0,8654443;0,3243665;0,636523;0,50955;0,5;8;7,621188;0,375;0;0,375;0;0
